date,city,district,price,advertisements,actives
01-2007,Tallinn,Tallinn,1882.7,5330,3721
02-2007,Tallinn,Tallinn,1921.6,5662,4280
03-2007,Tallinn,Tallinn,1941.2,6457,4688
04-2007,Tallinn,Tallinn,1994.6,6769,5182
05-2007,Tallinn,Tallinn,1993.2,7252,5603
06-2007,Tallinn,Tallinn,1948.8,7405,6011
07-2007,Tallinn,Tallinn,1935.0,7644,6379
08-2007,Tallinn,Tallinn,1922.1,7945,6397
09-2007,Tallinn,Tallinn,1912.4,8476,6900
10-2007,Tallinn,Tallinn,1888.7,8751,7188
11-2007,Tallinn,Tallinn,1869.3,8478,7169
12-2007,Tallinn,Tallinn,1852.0,7776,6813
01-2008,Tallinn,Tallinn,1816.7,8331,6735
02-2008,Tallinn,Tallinn,1791.3,8768,7203
03-2008,Tallinn,Tallinn,1775.6,9296,7448
04-2008,Tallinn,Tallinn,1754.3,10105,7977
05-2008,Tallinn,Tallinn,1740.9,10481,8365
06-2008,Tallinn,Tallinn,1713.4,9852,8508
07-2008,Tallinn,Tallinn,1707.4,9938,8410
08-2008,Tallinn,Tallinn,1690.3,9956,8410
09-2008,Tallinn,Tallinn,1677.1,10184,8409
10-2008,Tallinn,Tallinn,1659.2,10388,8473
11-2008,Tallinn,Tallinn,1612.5,9741,8226
12-2008,Tallinn,Tallinn,1584.2,8983,8049
01-2009,Tallinn,Tallinn,1534.8,9242,7776
02-2009,Tallinn,Tallinn,1485.5,9129,7840
03-2009,Tallinn,Tallinn,1427.2,9168,7657
04-2009,Tallinn,Tallinn,1371.7,8935,7440
05-2009,Tallinn,Tallinn,1327.8,8550,7104
06-2009,Tallinn,Tallinn,1299.9,8171,6908
07-2009,Tallinn,Tallinn,1265.0,7868,6640
08-2009,Tallinn,Tallinn,1246.2,7581,6345
09-2009,Tallinn,Tallinn,1228.8,7742,6096
10-2009,Tallinn,Tallinn,1218.6,7383,5857
11-2009,Tallinn,Tallinn,1212.4,7388,5687
12-2009,Tallinn,Tallinn,1224.7,6806,5602
01-2010,Tallinn,Tallinn,1217.2,7020,5526
02-2010,Tallinn,Tallinn,1224.7,7000,5475
03-2010,Tallinn,Tallinn,1219.9,7533,5358
04-2010,Tallinn,Tallinn,1219.1,7262,5393
05-2010,Tallinn,Tallinn,1213.6,7480,5482
06-2010,Tallinn,Tallinn,1214.7,7484,5625
07-2010,Tallinn,Tallinn,1209.4,7520,5657
08-2010,Tallinn,Tallinn,1227.8,7943,5799
09-2010,Tallinn,Tallinn,1212.0,11013,5937
10-2010,Tallinn,Tallinn,1205.4,10426,6074
11-2010,Tallinn,Tallinn,1210.4,10287,6179
12-2010,Tallinn,Tallinn,1225.0,8760,6055
01-2011,Tallinn,Tallinn,1265.6,7073,5745
02-2011,Tallinn,Tallinn,1280.7,5524,5912
03-2011,Tallinn,Tallinn,1246.0,9136,6084
04-2011,Tallinn,Tallinn,1257.7,8690,6243
05-2011,Tallinn,Tallinn,1253.7,8826,6450
06-2011,Tallinn,Tallinn,1256.3,8426,6485
07-2011,Tallinn,Tallinn,1254.9,8894,6469
08-2011,Tallinn,Tallinn,1262.6,9131,6381
09-2011,Tallinn,Tallinn,1258.4,8803,6354
10-2011,Tallinn,Tallinn,1258.7,9398,6515
11-2011,Tallinn,Tallinn,1266.9,9436,6495
12-2011,Tallinn,Tallinn,1282.8,8876,6275
01-2012,Tallinn,Tallinn,1291.7,9105,6115
02-2012,Tallinn,Tallinn,1298.5,9423,6142
03-2012,Tallinn,Tallinn,1300.0,8799,6040
04-2012,Tallinn,Tallinn,1296.1,8512,5957
05-2012,Tallinn,Tallinn,1317.0,8731,5825
06-2012,Tallinn,Tallinn,1321.6,8182,5705
07-2012,Tallinn,Tallinn,1321.2,7816,5553
08-2012,Tallinn,Tallinn,1331.5,7829,5449
09-2012,Tallinn,Tallinn,1342.8,8754,5303
10-2012,Tallinn,Tallinn,1352.9,7992,5204
11-2012,Tallinn,Tallinn,1394.4,7184,4827
12-2012,Tallinn,Tallinn,1418.0,6574,4642
01-2013,Tallinn,Tallinn,1424.1,7270,4423
02-2013,Tallinn,Tallinn,1433.1,6596,4325
03-2013,Tallinn,Tallinn,1456.4,6491,4231
04-2013,Tallinn,Tallinn,1482.1,6774,4160
05-2013,Tallinn,Tallinn,1499.2,6786,4154
06-2013,Tallinn,Tallinn,1513.9,6509,4170
07-2013,Tallinn,Tallinn,1524.3,6259,4253
08-2013,Tallinn,Tallinn,1532.5,6146,4185
09-2013,Tallinn,Tallinn,1553.5,6117,4120
10-2013,Tallinn,Tallinn,1572.1,6401,4041
11-2013,Tallinn,Tallinn,1614.7,6082,3934
12-2013,Tallinn,Tallinn,1670.3,5590,3819
01-2014,Tallinn,Tallinn,1698.1,6368,3790
02-2014,Tallinn,Tallinn,1732.0,6033,3813
03-2014,Tallinn,Tallinn,1733.4,6665,4061
04-2014,Tallinn,Tallinn,1723.8,7022,4544
05-2014,Tallinn,Tallinn,1721.5,7834,4929
06-2014,Tallinn,Tallinn,1737.1,8115,5259
07-2014,Tallinn,Tallinn,1731.4,8067,5507
08-2014,Tallinn,Tallinn,1733.9,8234,5617
09-2014,Tallinn,Tallinn,1714.6,8817,5699
10-2014,Tallinn,Tallinn,1733.6,8931,5842
11-2014,Tallinn,Tallinn,1753.7,8493,5763
12-2014,Tallinn,Tallinn,1786.2,7951,5513
01-2015,Tallinn,Tallinn,1774.0,8348,5311
02-2015,Tallinn,Tallinn,1800.4,8030,5262
03-2015,Tallinn,Tallinn,1795.8,8493,5256
04-2015,Tallinn,Tallinn,1798.4,8380,5367
05-2015,Tallinn,Tallinn,1809.0,9140,5416
06-2015,Tallinn,Tallinn,1820.1,8412,5549
07-2015,Tallinn,Tallinn,1845.6,8143,5483
08-2015,Tallinn,Tallinn,1860.5,8045,5419
09-2015,Tallinn,Tallinn,1844.4,8509,5520
10-2015,Tallinn,Tallinn,1827.2,8939,5613
11-2015,Tallinn,Tallinn,1831.4,8962,5747
12-2015,Tallinn,Tallinn,1865.2,8196,5588
01-2016,Tallinn,Tallinn,1874.9,8538,5514
02-2016,Tallinn,Tallinn,1886.9,8509,5726
03-2016,Tallinn,Tallinn,1909.6,8893,5766
04-2016,Tallinn,Tallinn,1898.5,8503,5912
05-2016,Tallinn,Tallinn,1896.3,8485,5807
06-2016,Tallinn,Tallinn,1910.6,8053,5745
07-2016,Tallinn,Tallinn,1918.7,7759,5784
08-2016,Tallinn,Tallinn,1915.3,8390,5765
09-2016,Tallinn,Tallinn,1906.4,7780,5633
10-2016,Tallinn,Tallinn,1920.5,7523,5491
11-2016,Tallinn,Tallinn,1937.9,7481,5503
12-2016,Tallinn,Tallinn,1961.4,6870,5370
01-2017,Tallinn,Tallinn,1971.7,7032,5113
02-2017,Tallinn,Tallinn,1988.8,6820,5130
03-2017,Tallinn,Tallinn,2001.7,7134,5207
04-2017,Tallinn,Tallinn,2009.9,6027,3628
05-2017,Tallinn,Tallinn,2039.8,6250,4045
06-2017,Tallinn,Tallinn,2060.9,6677,5069
07-2017,Tallinn,Tallinn,2066.8,6557,5220
08-2017,Tallinn,Tallinn,2050.0,6637,5149
09-2017,Tallinn,Tallinn,2056.2,6388,4997
10-2017,Tallinn,Tallinn,2058.6,6422,4944
11-2017,Tallinn,Tallinn,2066.4,6500,5076
12-2017,Tallinn,Tallinn,2089.6,6000,4898
01-2018,Tallinn,Tallinn,2097.2,6300,4767
02-2018,Tallinn,Tallinn,2125.2,6017,4896
03-2018,Tallinn,Tallinn,2145.2,6249,4894
04-2018,Tallinn,Tallinn,2146.0,6288,5020
05-2018,Tallinn,Tallinn,2160.2,6398,5155
06-2018,Tallinn,Tallinn,2168.1,6277,5194
07-2018,Tallinn,Tallinn,2197.0,6164,5126
08-2018,Tallinn,Tallinn,2193.0,6219,5229
09-2018,Tallinn,Tallinn,2204.7,6242,5136
10-2018,Tallinn,Tallinn,2213.9,6090,4843
11-2018,Tallinn,Tallinn,2220.4,5955,4698
12-2018,Tallinn,Tallinn,2238.2,5650,4726
01-2019,Tallinn,Tallinn,2225.1,6077,4805
02-2019,Tallinn,Tallinn,2231.9,6129,4937
03-2019,Tallinn,Tallinn,2211.5,6307,4984
04-2019,Tallinn,Tallinn,2230.9,6312,4838
05-2019,Tallinn,Tallinn,2240.7,6002,4802
06-2019,Tallinn,Tallinn,2266.2,5655,4694
07-2019,Tallinn,Tallinn,2281.4,5525,4437
08-2019,Tallinn,Tallinn,2268.1,5360,4318
09-2019,Tallinn,Tallinn,2304.3,5352,4190
10-2019,Tallinn,Tallinn,2323.6,5192,4071
11-2019,Tallinn,Tallinn,2321.0,5065,3961
12-2019,Tallinn,Tallinn,2369.5,4486,3714
01-2020,Tallinn,Tallinn,2408.8,4844,3696
02-2020,Tallinn,Tallinn,2412.4,4699,3784
03-2020,Tallinn,Tallinn,2456.1,5266,3853
04-2020,Tallinn,Tallinn,2359.2,5067,4032
05-2020,Tallinn,Tallinn,2327.6,5101,4154
06-2020,Tallinn,Tallinn,2343.6,5345,4392
07-2020,Tallinn,Tallinn,2333.4,5402,4383
08-2020,Tallinn,Tallinn,2357.2,5249,4302
09-2020,Tallinn,Tallinn,2368.6,5219,4151
10-2020,Tallinn,Tallinn,2392.6,4942,3842
11-2020,Tallinn,Tallinn,2444.6,4738,3572
12-2020,Tallinn,Tallinn,2447.0,4173,3343
01-2021,Tallinn,Tallinn,2481.7,4212,3209
02-2021,Tallinn,Tallinn,2503.4,3818,2959
03-2021,Tallinn,Tallinn,2531.1,3923,2765
04-2021,Tallinn,Tallinn,2574.4,3986,2766
05-2021,Tallinn,Tallinn,2628.2,4121,2923
06-2021,Tallinn,Tallinn,2648.3,4008,3002
07-2021,Tallinn,Tallinn,2668.8,3973,3068
08-2021,Tallinn,Tallinn,2684.4,4013,3009
09-2021,Tallinn,Tallinn,2742.3,3975,2901
10-2021,Tallinn,Tallinn,2791.1,3647,2715
11-2021,Tallinn,Tallinn,2884.9,3329,2364
12-2021,Tallinn,Tallinn,2966.8,2766,2099
01-2022,Tallinn,Tallinn,3110.4,2936,2004
02-2022,Tallinn,Tallinn,3143.6,2847,2087
03-2022,Tallinn,Tallinn,3148.6,3384,2301
04-2022,Tallinn,Tallinn,3259.7,3425,2417
05-2022,Tallinn,Tallinn,3340.1,3518,2473
06-2022,Tallinn,Tallinn,3454.1,3554,2590
07-2022,Tallinn,Tallinn,3491.4,3846,2816
08-2022,Tallinn,Tallinn,3504.5,4460,3192
09-2022,Tallinn,Tallinn,3461.9,4865,3600
10-2022,Tallinn,Tallinn,3418.9,5151,3889
11-2022,Tallinn,Tallinn,3403.5,5282,3989
12-2022,Tallinn,Tallinn,3470.3,4799,3852
01-2023,Tallinn,Tallinn,3446.7,4809,3696
02-2023,Tallinn,Tallinn,3426.1,4597,3685
03-2023,Tallinn,Tallinn,3463.4,5065,3602
04-2023,Tallinn,Tallinn,3485.8,4997,3658
05-2023,Tallinn,Tallinn,3481.6,4865,3649
06-2023,Tallinn,Tallinn,3548.7,4680,3575
07-2023,Tallinn,Tallinn,3540.8,4770,3712
08-2023,Tallinn,Tallinn,3536.6,4896,3745
09-2023,Tallinn,Tallinn,3548.1,4707,3587
10-2023,Tallinn,Tallinn,3504.4,4681,3644
11-2023,Tallinn,Tallinn,3562.2,4830,3711
01-2007,Tallinn,Haabersti,1803.0,463,332
02-2007,Tallinn,Haabersti,1820.0,502,408
03-2007,Tallinn,Haabersti,1820.0,574,455
04-2007,Tallinn,Haabersti,1823.0,607,473
05-2007,Tallinn,Haabersti,1815.0,644,511
06-2007,Tallinn,Haabersti,1786.0,649,540
07-2007,Tallinn,Haabersti,1824.0,653,525
08-2007,Tallinn,Haabersti,1787.0,654,538
09-2007,Tallinn,Haabersti,1824.0,758,607
10-2007,Tallinn,Haabersti,1787.0,829,682
11-2007,Tallinn,Haabersti,1762.0,780,667
12-2007,Tallinn,Haabersti,1724.0,718,642
01-2008,Tallinn,Haabersti,1695.0,757,625
02-2008,Tallinn,Haabersti,1638.0,774,624
03-2008,Tallinn,Haabersti,1636.0,760,611
04-2008,Tallinn,Haabersti,1613.0,810,634
05-2008,Tallinn,Haabersti,1591.0,826,664
06-2008,Tallinn,Haabersti,1553.0,823,694
07-2008,Tallinn,Haabersti,1561.0,861,723
08-2008,Tallinn,Haabersti,1505.0,898,740
09-2008,Tallinn,Haabersti,1511.0,907,742
10-2008,Tallinn,Haabersti,1509.0,927,726
11-2008,Tallinn,Haabersti,1481.0,813,693
12-2008,Tallinn,Haabersti,1442.0,753,685
01-2009,Tallinn,Haabersti,1358.0,784,667
02-2009,Tallinn,Haabersti,1302.0,767,664
03-2009,Tallinn,Haabersti,1263.0,804,657
04-2009,Tallinn,Haabersti,1222.0,769,655
05-2009,Tallinn,Haabersti,1198.0,731,631
06-2009,Tallinn,Haabersti,1168.0,685,575
07-2009,Tallinn,Haabersti,1158.0,665,534
08-2009,Tallinn,Haabersti,1137.0,574,485
09-2009,Tallinn,Haabersti,1086.0,608,457
10-2009,Tallinn,Haabersti,1074.0,594,481
11-2009,Tallinn,Haabersti,1057.0,613,459
12-2009,Tallinn,Haabersti,1061.0,568,447
01-2010,Tallinn,Haabersti,1059.0,541,421
02-2010,Tallinn,Haabersti,1043.0,494,395
03-2010,Tallinn,Haabersti,1042.0,516,377
04-2010,Tallinn,Haabersti,1050.0,517,391
05-2010,Tallinn,Haabersti,1059.0,571,403
06-2010,Tallinn,Haabersti,1058.0,494,391
07-2010,Tallinn,Haabersti,1059.0,503,397
08-2010,Tallinn,Haabersti,1081.0,507,406
09-2010,Tallinn,Haabersti,1088.0,721,415
10-2010,Tallinn,Haabersti,1052.0,747,438
11-2010,Tallinn,Haabersti,1047.0,794,452
12-2010,Tallinn,Haabersti,1060.0,659,446
01-2011,Tallinn,Haabersti,1084.0,544,407
02-2011,Tallinn,Haabersti,1089.0,395,408
03-2011,Tallinn,Haabersti,1065.0,693,430
04-2011,Tallinn,Haabersti,1074.6,684,464
05-2011,Tallinn,Haabersti,1074.5,692,497
06-2011,Tallinn,Haabersti,1062.5,674,498
07-2011,Tallinn,Haabersti,1061.3,739,475
08-2011,Tallinn,Haabersti,1055.5,721,455
09-2011,Tallinn,Haabersti,1070.4,655,451
10-2011,Tallinn,Haabersti,1067.5,712,457
11-2011,Tallinn,Haabersti,1090.4,677,464
12-2011,Tallinn,Haabersti,1105.4,672,464
01-2012,Tallinn,Haabersti,1110.8,687,455
02-2012,Tallinn,Haabersti,1129.4,656,445
03-2012,Tallinn,Haabersti,1107.7,641,445
04-2012,Tallinn,Haabersti,1091.6,675,432
05-2012,Tallinn,Haabersti,1124.1,641,445
06-2012,Tallinn,Haabersti,1143.6,623,445
07-2012,Tallinn,Haabersti,1139.6,574,401
08-2012,Tallinn,Haabersti,1146.1,526,370
09-2012,Tallinn,Haabersti,1185.0,623,377
10-2012,Tallinn,Haabersti,1215.9,584,378
11-2012,Tallinn,Haabersti,1295.9,551,364
12-2012,Tallinn,Haabersti,1343.3,510,351
01-2013,Tallinn,Haabersti,1315.8,567,348
02-2013,Tallinn,Haabersti,1311.9,493,321
03-2013,Tallinn,Haabersti,1341.0,509,321
04-2013,Tallinn,Haabersti,1326.6,568,327
05-2013,Tallinn,Haabersti,1338.4,586,358
06-2013,Tallinn,Haabersti,1329.7,563,379
07-2013,Tallinn,Haabersti,1330.3,553,387
08-2013,Tallinn,Haabersti,1306.4,585,389
09-2013,Tallinn,Haabersti,1343.1,619,402
10-2013,Tallinn,Haabersti,1372.2,659,405
11-2013,Tallinn,Haabersti,1384.1,620,400
12-2013,Tallinn,Haabersti,1406.6,532,353
01-2014,Tallinn,Haabersti,1428.4,532,323
02-2014,Tallinn,Haabersti,1466.5,465,272
03-2014,Tallinn,Haabersti,1416.5,476,288
04-2014,Tallinn,Haabersti,1456.4,515,321
05-2014,Tallinn,Haabersti,1448.7,543,343
06-2014,Tallinn,Haabersti,1424.5,566,363
07-2014,Tallinn,Haabersti,1421.3,526,363
08-2014,Tallinn,Haabersti,1468.9,584,399
09-2014,Tallinn,Haabersti,1486.6,686,438
10-2014,Tallinn,Haabersti,1501.5,691,458
11-2014,Tallinn,Haabersti,1492.9,667,450
12-2014,Tallinn,Haabersti,1490.2,568,401
01-2015,Tallinn,Haabersti,1505.1,581,361
02-2015,Tallinn,Haabersti,1545.7,568,396
03-2015,Tallinn,Haabersti,1539.6,632,427
04-2015,Tallinn,Haabersti,1530.5,603,417
05-2015,Tallinn,Haabersti,1510.4,642,403
06-2015,Tallinn,Haabersti,1492.6,607,395
07-2015,Tallinn,Haabersti,1486.6,599,384
08-2015,Tallinn,Haabersti,1476.9,561,374
09-2015,Tallinn,Haabersti,1519.7,578,394
10-2015,Tallinn,Haabersti,1605.1,694,408
11-2015,Tallinn,Haabersti,1645.1,764,553
12-2015,Tallinn,Haabersti,1645.2,762,569
01-2016,Tallinn,Haabersti,1618.5,784,583
02-2016,Tallinn,Haabersti,1614.5,737,554
03-2016,Tallinn,Haabersti,1590.3,725,534
04-2016,Tallinn,Haabersti,1574.6,696,524
05-2016,Tallinn,Haabersti,1544.9,703,496
06-2016,Tallinn,Haabersti,1584.5,708,523
07-2016,Tallinn,Haabersti,1625.4,690,508
08-2016,Tallinn,Haabersti,1607.3,686,493
09-2016,Tallinn,Haabersti,1611.3,659,471
10-2016,Tallinn,Haabersti,1624.4,673,492
11-2016,Tallinn,Haabersti,1629.3,661,479
12-2016,Tallinn,Haabersti,1642.4,633,471
01-2017,Tallinn,Haabersti,1660.5,602,439
02-2017,Tallinn,Haabersti,1727.2,602,466
03-2017,Tallinn,Haabersti,1738.6,663,489
04-2017,Tallinn,Haabersti,1725.7,540,396
05-2017,Tallinn,Haabersti,1990.2,638,425
06-2017,Tallinn,Haabersti,2074.5,734,564
07-2017,Tallinn,Haabersti,1988.3,660,566
08-2017,Tallinn,Haabersti,1968.0,675,479
09-2017,Tallinn,Haabersti,2008.5,617,455
10-2017,Tallinn,Haabersti,1928.2,706,491
11-2017,Tallinn,Haabersti,1882.1,628,540
12-2017,Tallinn,Haabersti,1915.5,600,453
01-2018,Tallinn,Haabersti,1805.8,619,467
02-2018,Tallinn,Haabersti,1938.1,653,545
03-2018,Tallinn,Haabersti,1930.2,649,532
04-2018,Tallinn,Haabersti,1973.8,667,517
05-2018,Tallinn,Haabersti,1969.4,641,541
06-2018,Tallinn,Haabersti,1977.5,636,503
07-2018,Tallinn,Haabersti,2006.4,603,473
08-2018,Tallinn,Haabersti,2014.5,602,490
09-2018,Tallinn,Haabersti,2008.4,623,517
10-2018,Tallinn,Haabersti,2028.2,601,448
11-2018,Tallinn,Haabersti,1989.3,532,403
12-2018,Tallinn,Haabersti,2013.8,648,510
01-2019,Tallinn,Haabersti,1970.5,697,554
02-2019,Tallinn,Haabersti,1997.3,652,560
03-2019,Tallinn,Haabersti,1989.5,680,545
04-2019,Tallinn,Haabersti,1928.4,694,523
05-2019,Tallinn,Haabersti,1979.1,646,526
06-2019,Tallinn,Haabersti,1991.9,607,530
07-2019,Tallinn,Haabersti,1999.9,592,504
08-2019,Tallinn,Haabersti,2006.4,639,491
09-2019,Tallinn,Haabersti,2042.3,600,479
10-2019,Tallinn,Haabersti,2088.3,601,485
11-2019,Tallinn,Haabersti,2112.6,604,507
12-2019,Tallinn,Haabersti,2148.6,541,477
01-2020,Tallinn,Haabersti,2175.3,599,461
02-2020,Tallinn,Haabersti,2198.2,554,477
03-2020,Tallinn,Haabersti,2211.6,646,496
04-2020,Tallinn,Haabersti,2178.6,637,544
05-2020,Tallinn,Haabersti,2183.4,608,545
06-2020,Tallinn,Haabersti,2171.5,624,549
07-2020,Tallinn,Haabersti,2180.3,611,544
08-2020,Tallinn,Haabersti,2193.1,594,518
09-2020,Tallinn,Haabersti,2199.2,641,505
10-2020,Tallinn,Haabersti,2207.1,618,514
11-2020,Tallinn,Haabersti,2222.1,594,456
12-2020,Tallinn,Haabersti,2232.9,520,411
01-2021,Tallinn,Haabersti,2319.7,537,425
02-2021,Tallinn,Haabersti,2353.2,484,386
03-2021,Tallinn,Haabersti,2415.7,522,374
04-2021,Tallinn,Haabersti,2403.7,655,437
05-2021,Tallinn,Haabersti,2470.0,694,546
06-2021,Tallinn,Haabersti,2520.9,664,546
07-2021,Tallinn,Haabersti,2536.7,657,539
08-2021,Tallinn,Haabersti,2615.2,706,531
09-2021,Tallinn,Haabersti,2668.1,616,494
10-2021,Tallinn,Haabersti,2766.2,561,444
11-2021,Tallinn,Haabersti,2999.4,581,405
12-2021,Tallinn,Haabersti,3059.4,421,358
01-2022,Tallinn,Haabersti,3146.8,415,321
02-2022,Tallinn,Haabersti,3180.0,405,330
03-2022,Tallinn,Haabersti,3151.3,504,387
04-2022,Tallinn,Haabersti,3322.3,513,401
05-2022,Tallinn,Haabersti,3412.9,542,403
06-2022,Tallinn,Haabersti,3496.0,596,472
07-2022,Tallinn,Haabersti,3499.5,604,505
08-2022,Tallinn,Haabersti,3548.8,752,542
09-2022,Tallinn,Haabersti,3518.0,759,650
10-2022,Tallinn,Haabersti,3547.5,853,693
11-2022,Tallinn,Haabersti,3556.6,868,712
12-2022,Tallinn,Haabersti,3588.5,836,696
01-2023,Tallinn,Haabersti,3524.6,821,697
02-2023,Tallinn,Haabersti,3442.9,785,680
03-2023,Tallinn,Haabersti,3530.9,845,642
04-2023,Tallinn,Haabersti,3544.6,833,644
05-2023,Tallinn,Haabersti,3469.8,792,646
06-2023,Tallinn,Haabersti,3561.3,748,611
07-2023,Tallinn,Haabersti,3504.6,774,611
08-2023,Tallinn,Haabersti,3534.7,795,645
09-2023,Tallinn,Haabersti,3615.6,794,638
10-2023,Tallinn,Haabersti,3569.6,798,657
11-2023,Tallinn,Haabersti,3599.4,845,663
01-2007,Tallinn,Kesklinn,2402.0,1187,904
02-2007,Tallinn,Kesklinn,2457.0,1271,1041
03-2007,Tallinn,Kesklinn,2488.0,1435,1109
04-2007,Tallinn,Kesklinn,2518.0,1557,1260
05-2007,Tallinn,Kesklinn,2513.0,1716,1408
06-2007,Tallinn,Kesklinn,2489.0,1723,1478
07-2007,Tallinn,Kesklinn,2485.0,1771,1521
08-2007,Tallinn,Kesklinn,2489.0,1811,1521
09-2007,Tallinn,Kesklinn,2487.0,1885,1550
10-2007,Tallinn,Kesklinn,2457.0,1931,1631
11-2007,Tallinn,Kesklinn,2432.0,1927,1649
12-2007,Tallinn,Kesklinn,2411.0,1645,1562
01-2008,Tallinn,Kesklinn,2360.0,1737,1584
02-2008,Tallinn,Kesklinn,2334.0,1805,1735
03-2008,Tallinn,Kesklinn,2309.0,2012,1806
04-2008,Tallinn,Kesklinn,2277.0,2313,1900
05-2008,Tallinn,Kesklinn,2236.0,2346,1981
06-2008,Tallinn,Kesklinn,2212.0,2264,2007
07-2008,Tallinn,Kesklinn,2188.0,2296,1974
08-2008,Tallinn,Kesklinn,2164.0,2314,1982
09-2008,Tallinn,Kesklinn,2135.0,2390,1985
10-2008,Tallinn,Kesklinn,2108.0,2460,2011
11-2008,Tallinn,Kesklinn,2028.0,2315,1959
12-2008,Tallinn,Kesklinn,2005.0,2204,2008
01-2009,Tallinn,Kesklinn,1957.0,2268,1939
02-2009,Tallinn,Kesklinn,1888.0,2301,1957
03-2009,Tallinn,Kesklinn,1826.0,2279,1919
04-2009,Tallinn,Kesklinn,1769.0,2196,1876
05-2009,Tallinn,Kesklinn,1726.0,2115,1829
06-2009,Tallinn,Kesklinn,1696.0,2084,1793
07-2009,Tallinn,Kesklinn,1654.0,1999,1778
08-2009,Tallinn,Kesklinn,1636.0,1928,1701
09-2009,Tallinn,Kesklinn,1620.0,1973,1611
10-2009,Tallinn,Kesklinn,1626.0,1913,1591
11-2009,Tallinn,Kesklinn,1617.0,1886,1567
12-2009,Tallinn,Kesklinn,1619.0,1728,1503
01-2010,Tallinn,Kesklinn,1596.0,1779,1467
02-2010,Tallinn,Kesklinn,1604.0,1812,1463
03-2010,Tallinn,Kesklinn,1594.0,1951,1421
04-2010,Tallinn,Kesklinn,1601.0,1801,1430
05-2010,Tallinn,Kesklinn,1591.0,1881,1430
06-2010,Tallinn,Kesklinn,1575.0,1921,1494
07-2010,Tallinn,Kesklinn,1572.0,1876,1480
08-2010,Tallinn,Kesklinn,1588.0,2058,1493
09-2010,Tallinn,Kesklinn,1592.0,2545,1535
10-2010,Tallinn,Kesklinn,1583.0,2519,1573
11-2010,Tallinn,Kesklinn,1583.0,2610,1631
12-2010,Tallinn,Kesklinn,1606.0,2164,1559
01-2011,Tallinn,Kesklinn,1624.0,1785,1526
02-2011,Tallinn,Kesklinn,1648.0,1455,1542
03-2011,Tallinn,Kesklinn,1656.0,2201,1574
04-2011,Tallinn,Kesklinn,1672.5,2115,1595
05-2011,Tallinn,Kesklinn,1667.1,2160,1668
06-2011,Tallinn,Kesklinn,1667.8,2116,1689
07-2011,Tallinn,Kesklinn,1681.9,2194,1690
08-2011,Tallinn,Kesklinn,1685.8,2280,1667
09-2011,Tallinn,Kesklinn,1664.7,2251,1693
10-2011,Tallinn,Kesklinn,1653.4,2362,1714
11-2011,Tallinn,Kesklinn,1661.5,2302,1692
12-2011,Tallinn,Kesklinn,1682.0,2181,1614
01-2012,Tallinn,Kesklinn,1688.1,2178,1525
02-2012,Tallinn,Kesklinn,1693.8,2252,1534
03-2012,Tallinn,Kesklinn,1715.4,2158,1502
04-2012,Tallinn,Kesklinn,1713.7,2070,1504
05-2012,Tallinn,Kesklinn,1709.9,2216,1481
06-2012,Tallinn,Kesklinn,1701.9,2105,1467
07-2012,Tallinn,Kesklinn,1716.1,2009,1458
08-2012,Tallinn,Kesklinn,1720.1,2086,1444
09-2012,Tallinn,Kesklinn,1750.7,2195,1378
10-2012,Tallinn,Kesklinn,1754.0,2018,1351
11-2012,Tallinn,Kesklinn,1776.6,1870,1266
12-2012,Tallinn,Kesklinn,1781.5,1726,1214
01-2013,Tallinn,Kesklinn,1816.7,1865,1171
02-2013,Tallinn,Kesklinn,1820.8,1757,1185
03-2013,Tallinn,Kesklinn,1838.5,1688,1196
04-2013,Tallinn,Kesklinn,1856.8,1825,1181
05-2013,Tallinn,Kesklinn,1882.1,1864,1209
06-2013,Tallinn,Kesklinn,1899.5,1750,1198
07-2013,Tallinn,Kesklinn,1916.5,1663,1219
08-2013,Tallinn,Kesklinn,1929.9,1604,1163
09-2013,Tallinn,Kesklinn,1967.4,1587,1149
10-2013,Tallinn,Kesklinn,1983.8,1653,1145
11-2013,Tallinn,Kesklinn,2040.8,1676,1135
12-2013,Tallinn,Kesklinn,2074.0,1625,1161
01-2014,Tallinn,Kesklinn,2099.7,1944,1188
02-2014,Tallinn,Kesklinn,2121.3,1828,1212
03-2014,Tallinn,Kesklinn,2131.6,1926,1225
04-2014,Tallinn,Kesklinn,2130.4,1942,1315
05-2014,Tallinn,Kesklinn,2150.6,2098,1412
06-2014,Tallinn,Kesklinn,2173.9,2214,1483
07-2014,Tallinn,Kesklinn,2175.2,2214,1566
08-2014,Tallinn,Kesklinn,2190.3,2258,1595
09-2014,Tallinn,Kesklinn,2184.9,2305,1581
10-2014,Tallinn,Kesklinn,2208.0,2334,1623
11-2014,Tallinn,Kesklinn,2224.5,2232,1624
12-2014,Tallinn,Kesklinn,2256.9,2169,1591
01-2015,Tallinn,Kesklinn,2250.8,2180,1553
02-2015,Tallinn,Kesklinn,2253.8,2129,1503
03-2015,Tallinn,Kesklinn,2200.1,2195,1473
04-2015,Tallinn,Kesklinn,2229.8,2157,1483
05-2015,Tallinn,Kesklinn,2246.5,2462,1559
06-2015,Tallinn,Kesklinn,2253.7,2397,1688
07-2015,Tallinn,Kesklinn,2297.6,2370,1694
08-2015,Tallinn,Kesklinn,2295.0,2450,1713
