
01.2016,1874.9,8538,5514,1396.6,2575,1584
02.2016,1886.9,8509,5726,1386.3,2655,1679
03.2016,1909.6,8893,5766,1369.3,2808,1774
04.2016,1898.5,8503,5912,1373.2,2716,1867
05.2016,1896.3,8485,5807,1386.8,2775,1845
06.2016,1910.6,8053,5745,1412.0,2700,1778
07.2016,1918.7,7759,5784,1415.4,2408,1703
08.2016,1915.3,8390,5765,1435.3,2459,1652
09.2016,1906.4,7780,5633,1446.2,2235,1561
10.2016,1920.5,7523,5491,1452.8,2011,1469
11.2016,1937.9,7481,5503,1460.8,1933,1408
12.2016,1961.4,6870,5370,1471.7,1797,1282
01.2017,1971.7,7032,5113,1455.3,1809,1250
02.2017,1988.8,6820,5130,1474.6,1830,1273
03.2017,2001.7,7134,5207,1508.6,1783,1274
04.2017,2009.9,6027,3628,1476.1,1328,819
05.2017,2039.8,6250,4045,1477.6,1582,974
06.2017,2060.9,6677,5069,1509.5,1764,1264
07.2017,2066.8,6557,5220,1525.7,1815,1353
08.2017,2050.0,6637,5149,1523.5,1794,1348
09.2017,2056.2,6388,4997,1531.7,1735,1314
10.2017,2058.6,6422,4944,1546.8,1586,1224
11.2017,2066.4,6500,5076,1572.2,1562,1201
12.2017,2089.6,6000,4898,1561.6,1351,1203
01.2018,2097.2,6300,4767,1564.1,1527,1218
02.2018,2125.2,6017,4896,1562.3,1517,1279
03.2018,2145.2,6249,4894,1572.9,1590,1323
04.2018,2146.0,6288,5020,1560.6,1722,1370
05.2018,2160.2,6398,5155,1563.5,1653,1309
06.2018,2168.1,6277,5194,1573.3,1677,1316
07.2018,2197.0,6164,5126,1571.7,1703,1329
08.2018,2193.0,6219,5229,1573.0,1686,1297
09.2018,2204.7,6242,5136,1587.6,1518,1200
10.2018,2213.9,6090,4843,1598.0,1420,1141
11.2018,2220.4,5955,4698,1616.9,1363,1102
12.2018,2238.2,5650,4726,1636.0,1227,1042
01.2019,2225.1,6077,4805,1630.0,1236,1007
02.2019,2231.9,6129,4937,1663.8,1275,1044
03.2019,2211.5,6307,4984,1659.1,1335,1044
04.2019,2230.9,6312,4838,1646.8,1297,1072
05.2019,2240.7,6002,4802,1663.7,1322,1059
06.2019,2266.2,5655,4694,1684.1,1292,1052
07.2019,2281.4,5525,4437,1681.8,1358,1064
08.2019,2268.1,5360,4318,1708.8,1417,1100
09.2019,2304.3,5352,4190,1719.1,1377,1095
10.2019,2323.6,5192,4071,1717.2,1399,1090
11.2019,2321.0,5065,3961,1726.0,1271,1052
12.2019,2369.5,4486,3714,1759.2,1233,996
01.2020,2408.8,4844,3696,1768.8,1343,1084
02.2020,2412.4,4699,3784,1791.7,1267,1071
03.2020,2456.1,5266,3853,1776.8,1343,1050
04.2020,2359.2,5067,4032,1810.4,1317,1051
05.2020,2327.6,5101,4154,1777.4,1368,1124
06.2020,2343.6,5345,4392,1785.3,1374,1151
07.2020,2333.4,5402,4383,1762.7,1455,1135
08.2020,2357.2,5249,4302,1780.1,1350,1094
09.2020,2368.6,5219,4151,1768.1,1302,974
10.2020,2392.6,4942,3842,1780.0,1237,929
11.2020,2444.6,4738,3572,1795.6,1091,863
12.2020,2447.0,4173,3343,1800.1,999,782
01.2021,2481.7,4212,3209,1821.6,977,752
02.2021,2503.4,3818,2959,1859.4,919,701
03.2021,2531.1,3923,2765,1863.1,998,672
04.2021,2574.4,3986,2766,1869.0,978,660
05.2021,2628.2,4121,2923,1917.0,989,677
06.2021,2648.3,4008,3002,1920.5,929,689
07.2021,2668.8,3973,3068,1966.4,975,709
08.2021,2684.4,4013,3009,1929.0,1001,726
09.2021,2742.3,3975,2901,1971.7,948,663
10.2021,2791.1,3647,2715,2059.0,876,632
11.2021,2884.9,3329,2364,2109.3,786,611
12.2021,2966.8,2766,2099,2155.9,713,571
01.2022,3110.4,2936,2004,2160.4,749,552
02.2022,3143.6,2847,2087,2220.5,717,552
03.2022,3148.6,3384,2301,2279.9,802,541
04.2022,3259.7,3425,2417,2359.5,699,504
05.2022,3340.1,3518,2473,2551.2,741,481
06.2022,3454.1,3554,2590,2514.8,738,507
07.2022,3491.4,3846,2816,2598.2,805,548
08.2022,3504.5,4460,3192,2586.6,922,641
09.2022,3461.9,4865,3600,2569.3,934,676
10.2022,3418.9,5151,3889,2594.7,985,737
11.2022,3403.5,5282,3989,2592.0,952,757
12.2022,3470.3,4799,3852,2585.8,903,725
01.2023,3446.7,4809,3696,2599.2,875,698
02.2023,3426.1,4597,3685,2561.4,907,729
03.2023,3463.4,5065,3602,2577.9,982,730
04.2023,3485.8,4997,3658,2564.2,986,763
05.2023,3481.6,4865,3649,2640.5,1138,808
06.2023,3548.7,4680,3575,2614.4,1108,873
07.2023,3540.8,4770,3712,2622.2,1136,894
08.2023,3536.6,4896,3745,2602.0,1232,901
09.2023,3548.1,4707,3587,2587.7,1059,831
10.2023,3504.4,4681,3644,2604.4,1075,810
