"Näitaja","Tegevusala","2007 I kvartal","2007 II kvartal","2007 III kvartal","2007 IV kvartal","2008","2008 I kvartal","2008 II kvartal","2008 III kvartal","2008 IV kvartal","2009","2009 I kvartal","2009 II kvartal","2009 III kvartal","2009 IV kvartal","2010","2010 I kvartal","2010 II kvartal","2010 III kvartal","2010 IV kvartal","2011","2011 I kvartal","2011 II kvartal","2011 III kvartal","2011 IV kvartal","2012","2012 I kvartal","2012 II kvartal","2012 III kvartal","2012 IV kvartal","2013","2013 I kvartal","2013 II kvartal","2013 III kvartal","2013 IV kvartal","2014","2014 I kvartal","2014 II kvartal","2014 III kvartal","2014 IV kvartal","2015","2015 I kvartal","2015 II kvartal","2015 III kvartal","2015 IV kvartal","2016","2016 I kvartal","2016 II kvartal","2016 III kvartal","2016 IV kvartal","2017","2017 I kvartal","2017 II kvartal","2017 III kvartal","2017 IV kvartal","2018","2018 I kvartal","2018 II kvartal","2018 III kvartal","2018 IV kvartal","2019","2019 I kvartal","2019 II kvartal","2019 III kvartal","2019 IV kvartal","2020","2020 I kvartal","2020 II kvartal","2020 III kvartal","2020 IV kvartal","2021","2021 I kvartal","2021 II kvartal","2021 III kvartal","2021 IV kvartal","2022","2022 I kvartal","2022 II kvartal","2022 III kvartal","2022 IV kvartal"
"Keskmine brutokuupalk, eurot","Kokku – kõik tegevusalad",660,738,697,784,825,788,850,800,838,784,776,813,752,783,792,758,822,759,814,839,792,857,809,865,887,847,900,855,916,949,900,976,930,986,1005,966,1023,977,1039,1065,1010,1082,1045,1105,1146,1091,1163,1119,1182,1221,1153,1242,1201,1271,1310,1242,1321,1291,1384,1407,1341,1419,1397,1472,1448,1404,1433,1441,1515,1548,1473,1538,1553,1625,1685,1593,1693,1679,1775
