"Näitaja","Tegevusala","2021 II kvartal","2021 III kvartal","2021 IV kvartal","2022 I kvartal","2022 II kvartal","2022 III kvartal","2022 IV kvartal","2023 I kvartal","2023 II kvartal","2023 III kvartal"
"Keskmine brutokuupalk, eurot","Kokku – kõik tegevusalad",1476,1463,1548,1536,1666,1641,1735,1741,1872,1812
